id,op_code,instruction,output
1355,fe732100,N %M271    ,1
1356,e2732200,N %M272    ,1
1357,e6732200,N %M273    ,1
1358,ea732200,N %M274    ,1
1359,ee732200,N %M275    ,1
1360,f2732200,N %M276    ,1
1361,f6732200,N %M277    ,1
1362,fa732200,N %M278    ,1
1363,fe732200,N %M279    ,1
1364,e2732300,N %M280    ,1
1365,e6732300,N %M281    ,1
1366,ea732300,N %M282    ,1
1367,ee732300,N %M283    ,1
1368,f2732300,N %M284    ,1
1369,f6732300,N %M285    ,1
1370,fa732300,N %M286    ,1
1371,fe732300,N %M287    ,1
1372,e2732400,N %M288    ,1
1373,e6732400,N %M289    ,1
1374,ea732400,N %M290    ,1
1375,ee732400,N %M291    ,1
1376,f2732400,N %M292    ,1
1377,f6732400,N %M293    ,1
1378,fa732400,N %M294    ,1
1379,fe732400,N %M295    ,1
1380,e2732500,N %M296    ,1
1381,e6732500,N %M297    ,1
1382,ea732500,N %M298    ,1
1383,ee732500,N %M299    ,1
1384,f2732500,N %M300    ,1
1385,f6732500,N %M301    ,1
1386,fa732500,N %M302    ,1
1387,fe732500,N %M303    ,1
1388,e2732600,N %M304    ,1
1389,e6732600,N %M305    ,1
1390,ea732600,N %M306    ,1
1391,ee732600,N %M307    ,1
1392,f2732600,N %M308    ,1
1393,f6732600,N %M309    ,1
1394,fa732600,N %M310    ,1
1395,fe732600,N %M311    ,1
1396,e2732700,N %M312    ,1
1397,e6732700,N %M313    ,1
1398,ea732700,N %M314    ,1
1399,ee732700,N %M315    ,1
1400,f2732700,N %M316    ,1
1401,f6732700,N %M317    ,1
1402,fa732700,N %M318    ,1
1403,fe732700,N %M319    ,1
1404,e2732800,N %M320    ,1
1405,e6732800,N %M321    ,1
1406,ea732800,N %M322    ,1
1407,ee732800,N %M323    ,1
1408,f2732800,N %M324    ,1
1409,f6732800,N %M325    ,1
1410,fa732800,N %M326    ,1
1411,fe732800,N %M327    ,1
1412,e2732900,N %M328    ,1
1413,e6732900,N %M329    ,1
1414,ea732900,N %M330    ,1
1415,ee732900,N %M331    ,1
1416,f2732900,N %M332    ,1
1417,f6732900,N %M333    ,1
1418,fa732900,N %M334    ,1
1419,fe732900,N %M335    ,1
1420,e2732a00,N %M336    ,1
1421,e6732a00,N %M337    ,1
1422,ea732a00,N %M338    ,1
1423,ee732a00,N %M339    ,1
1424,f2732a00,N %M340    ,1
1425,f6732a00,N %M341    ,1
1426,fa732a00,N %M342    ,1
1427,fe732a00,N %M343    ,1
1428,e2732b00,N %M344    ,1
1429,e6732b00,N %M345    ,1
1430,ea732b00,N %M346    ,1
1431,ee732b00,N %M347    ,1
1432,f2732b00,N %M348    ,1
1433,f6732b00,N %M349    ,1
1434,fa732b00,N %M350    ,1
1435,fe732b00,N %M351    ,1
1436,e2732c00,N %M352    ,1
1437,e6732c00,N %M353    ,1
1438,ea732c00,N %M354    ,1
1439,ee732c00,N %M355    ,1
1440,f2732c00,N %M356    ,1
1441,f6732c00,N %M357    ,1
1442,fa732c00,N %M358    ,1
1443,fe732c00,N %M359    ,1
1444,e2732d00,N %M360    ,1
1445,e6732d00,N %M361    ,1
1446,ea732d00,N %M362    ,1
1447,ee732d00,N %M363    ,1
1448,f2732d00,N %M364    ,1
1449,f6732d00,N %M365    ,1
1450,fa732d00,N %M366    ,1
1451,fe732d00,N %M367    ,1
1452,e2732e00,N %M368    ,1
1453,e6732e00,N %M369    ,1
1454,ea732e00,N %M370    ,1
1455,ee732e00,N %M371    ,1
1456,f2732e00,N %M372    ,1
1457,f6732e00,N %M373    ,1
1458,fa732e00,N %M374    ,1
1459,fe732e00,N %M375    ,1
1460,e2732f00,N %M376    ,1
1461,e6732f00,N %M377    ,1
1462,ea732f00,N %M378    ,1
1463,ee732f00,N %M379    ,1
1464,f2732f00,N %M380    ,1
1465,f6732f00,N %M381    ,1
1466,fa732f00,N %M382    ,1
1467,fe732f00,N %M383    ,1
1468,e2733000,N %M384    ,1
1469,e6733000,N %M385    ,1
1470,ea733000,N %M386    ,1
1471,ee733000,N %M387    ,1
1472,f2733000,N %M388    ,1
1473,f6733000,N %M389    ,1
1474,fa733000,N %M390    ,1
1475,fe733000,N %M391    ,1
1476,e2733100,N %M392    ,1
1477,e6733100,N %M393    ,1
1478,ea733100,N %M394    ,1
1479,ee733100,N %M395    ,1
1480,f2733100,N %M396    ,1
1481,f6733100,N %M397    ,1
1482,fa733100,N %M398    ,1
1483,fe733100,N %M399    ,1
1484,e2733200,N %M400    ,1
1485,e6733200,N %M401    ,1
1486,ea733200,N %M402    ,1
1487,ee733200,N %M403    ,1
1488,f2733200,N %M404    ,1
1489,f6733200,N %M405    ,1
1490,fa733200,N %M406    ,1
1491,fe733200,N %M407    ,1
1492,e2733300,N %M408    ,1
1493,e6733300,N %M409    ,1
1494,ea733300,N %M410    ,1
1495,ee733300,N %M411    ,1
1496,f2733300,N %M412    ,1
1497,f6733300,N %M413    ,1
1498,fa733300,N %M414    ,1
1499,fe733300,N %M415    ,1
1500,e2733400,N %M416    ,1
1501,e6733400,N %M417    ,1
1502,ea733400,N %M418    ,1
1503,ee733400,N %M419    ,1
1504,f2733400,N %M420    ,1
1505,f6733400,N %M421    ,1
1506,fa733400,N %M422    ,1
1507,fe733400,N %M423    ,1
1508,e2733500,N %M424    ,1
1509,e6733500,N %M425    ,1
1510,ea733500,N %M426    ,1
1511,ee733500,N %M427    ,1
1512,f2733500,N %M428    ,1
1513,f6733500,N %M429    ,1
1514,fa733500,N %M430    ,1
1515,fe733500,N %M431    ,1
1516,e2733600,N %M432    ,1
1517,e6733600,N %M433    ,1
1518,ea733600,N %M434    ,1
1519,ee733600,N %M435    ,1
1520,f2733600,N %M436    ,1
1521,f6733600,N %M437    ,1
1522,fa733600,N %M438    ,1
1523,fe733600,N %M439    ,1
1524,e2733700,N %M440    ,1
1525,e6733700,N %M441    ,1
1526,ea733700,N %M442    ,1
1527,ee733700,N %M443    ,1
1528,f2733700,N %M444    ,1
1529,f6733700,N %M445    ,1
1530,fa733700,N %M446    ,1
1531,fe733700,N %M447    ,1
1532,e2733800,N %M448    ,1
1533,e6733800,N %M449    ,1
1534,ea733800,N %M450    ,1
1535,ee733800,N %M451    ,1
1536,f2733800,N %M452    ,1
1537,f6733800,N %M453    ,1
1538,fa733800,N %M454    ,1
1539,fe733800,N %M455    ,1
1540,e2733900,N %M456    ,1
1541,e6733900,N %M457    ,1
1542,ea733900,N %M458    ,1
1543,ee733900,N %M459    ,1
1544,f2733900,N %M460    ,1
1545,f6733900,N %M461    ,1
1546,fa733900,N %M462    ,1
1547,fe733900,N %M463    ,1
1548,e2733a00,N %M464    ,1
1549,e6733a00,N %M465    ,1
1550,ea733a00,N %M466    ,1
1551,ee733a00,N %M467    ,1
1552,f2733a00,N %M468    ,1
1553,f6733a00,N %M469    ,1
1554,fa733a00,N %M470    ,1
1555,fe733a00,N %M471    ,1
1556,e2733b00,N %M472    ,1
1557,e6733b00,N %M473    ,1
1558,ea733b00,N %M474    ,1
1559,ee733b00,N %M475    ,1
1560,f2733b00,N %M476    ,1
1561,f6733b00,N %M477    ,1
1562,fa733b00,N %M478    ,1
1563,fe733b00,N %M479    ,1
1564,e2733c00,N %M480    ,1
1565,e6733c00,N %M481    ,1
1566,ea733c00,N %M482    ,1
1567,ee733c00,N %M483    ,1
1568,f2733c00,N %M484    ,1
1569,f6733c00,N %M485    ,1
1570,fa733c00,N %M486    ,1
1571,fe733c00,N %M487    ,1
1572,e2733d00,N %M488    ,1
1573,e6733d00,N %M489    ,1
1574,ea733d00,N %M490    ,1
1575,ee733d00,N %M491    ,1
1576,f2733d00,N %M492    ,1
1577,f6733d00,N %M493    ,1
1578,fa733d00,N %M494    ,1
1579,fe733d00,N %M495    ,1
1580,e2733e00,N %M496    ,1
1581,e6733e00,N %M497    ,1
1582,ea733e00,N %M498    ,1
1583,ee733e00,N %M499    ,1
1584,f2733e00,N %M500    ,1
1585,f6733e00,N %M501    ,1
1586,fa733e00,N %M502    ,1
1587,fe733e00,N %M503    ,1
1588,e2733f00,N %M504    ,1
1589,e6733f00,N %M505    ,1
1590,ea733f00,N %M506    ,1
1591,ee733f00,N %M507    ,1
1592,f2733f00,N %M508    ,1
1593,f6733f00,N %M509    ,1
1594,fa733f00,N %M510    ,1
1595,fe733f00,N %M511    ,1
1596,e2720000,  %M0    ,1
1597,e6720000,  %M1    ,1
1598,ea720000,  %M2    ,1
1599,ee720000,  %M3    ,1
1600,f2720000,  %M4    ,1
1601,f6720000,  %M5    ,1
1602,fa720000,  %M6    ,1
1603,fe720000,  %M7    ,1
1604,e2720100,  %M8    ,1
1605,e6720100,  %M9    ,1
1606,ea720100,  %M10    ,1
1607,ee720100,  %M11    ,1
1608,f2720100,  %M12    ,1
1609,f6720100,  %M13    ,1
1610,fa720100,  %M14    ,1
1611,fe720100,  %M15    ,1
1612,e2720200,  %M16    ,1
1613,e6720200,  %M17    ,1
1614,ea720200,  %M18    ,1
1615,ee720200,  %M19    ,1
1616,f2720200,  %M20    ,1
1617,f6720200,  %M21    ,1
1618,fa720200,  %M22    ,1
1619,fe720200,  %M23    ,1
1620,e2720300,  %M24    ,1
1621,e6720300,  %M25    ,1
1622,ea720300,  %M26    ,1
1623,ee720300,  %M27    ,1
1624,f2720300,  %M28    ,1
1625,f6720300,  %M29    ,1
1626,fa720300,  %M30    ,1
1627,fe720300,  %M31    ,1
1628,e2720400,  %M32    ,1
1629,e6720400,  %M33    ,1
1630,ea720400,  %M34    ,1
1631,ee720400,  %M35    ,1
1632,f2720400,  %M36    ,1
1633,f6720400,  %M37    ,1
1634,fa720400,  %M38    ,1
1635,fe720400,  %M39    ,1
1636,e2720500,  %M40    ,1
1637,e6720500,  %M41    ,1
1638,ea720500,  %M42    ,1
1639,ee720500,  %M43    ,1
1640,f2720500,  %M44    ,1
1641,f6720500,  %M45    ,1
1642,fa720500,  %M46    ,1
1643,fe720500,  %M47    ,1
1644,e2720600,  %M48    ,1
1645,e6720600,  %M49    ,1
1646,ea720600,  %M50    ,1
1647,ee720600,  %M51    ,1
1648,f2720600,  %M52    ,1
1649,f6720600,  %M53    ,1
1650,fa720600,  %M54    ,1
1651,fe720600,  %M55    ,1
1652,e2720700,  %M56    ,1
1653,e6720700,  %M57    ,1
1654,ea720700,  %M58    ,1
1655,ee720700,  %M59    ,1
1656,f2720700,  %M60    ,1
1657,f6720700,  %M61    ,1
1658,fa720700,  %M62    ,1
1659,fe720700,  %M63    ,1
1660,e2720800,  %M64    ,1
1661,e6720800,  %M65    ,1
1662,ea720800,  %M66    ,1
1663,ee720800,  %M67    ,1
1664,f2720800,  %M68    ,1
1665,f6720800,  %M69    ,1
1666,fa720800,  %M70    ,1
1667,fe720800,  %M71    ,1
1668,e2720900,  %M72    ,1
1669,e6720900,  %M73    ,1
1670,ea720900,  %M74    ,1
1671,ee720900,  %M75    ,1
1672,f2720900,  %M76    ,1
1673,f6720900,  %M77    ,1
1674,fa720900,  %M78    ,1
1675,fe720900,  %M79    ,1
1676,e2720a00,  %M80    ,1
1677,e6720a00,  %M81    ,1
1678,ea720a00,  %M82    ,1
1679,ee720a00,  %M83    ,1
1680,f2720a00,  %M84    ,1
1681,f6720a00,  %M85    ,1
1682,fa720a00,  %M86    ,1
1683,fe720a00,  %M87    ,1
1684,e2720b00,  %M88    ,1
1685,e6720b00,  %M89    ,1
1686,ea720b00,  %M90    ,1
1687,ee720b00,  %M91    ,1
1688,f2720b00,  %M92    ,1
1689,f6720b00,  %M93    ,1
1690,fa720b00,  %M94    ,1
1691,fe720b00,  %M95    ,1
1692,e2720c00,  %M96    ,1
1693,e6720c00,  %M97    ,1
1694,ea720c00,  %M98    ,1
1695,ee720c00,  %M99    ,1
1696,f2720c00,  %M100    ,1
1697,f6720c00,  %M101    ,1
1698,fa720c00,  %M102    ,1
1699,fe720c00,  %M103    ,1
1700,e2720d00,  %M104    ,1
1701,e6720d00,  %M105    ,1
1702,ea720d00,  %M106    ,1
1703,ee720d00,  %M107    ,1
1704,f2720d00,  %M108    ,1
1705,f6720d00,  %M109    ,1
1706,fa720d00,  %M110    ,1
1707,fe720d00,  %M111    ,1
1708,e2720e00,  %M112    ,1
1709,e6720e00,  %M113    ,1
1710,ea720e00,  %M114    ,1
1711,ee720e00,  %M115    ,1
1712,f2720e00,  %M116    ,1
1713,f6720e00,  %M117    ,1
1714,fa720e00,  %M118    ,1
1715,fe720e00,  %M119    ,1
1716,e2720f00,  %M120    ,1
1717,e6720f00,  %M121    ,1
1718,ea720f00,  %M122    ,1
1719,ee720f00,  %M123    ,1
1720,f2720f00,  %M124    ,1
1721,f6720f00,  %M125    ,1
1722,fa720f00,  %M126    ,1
1723,fe720f00,  %M127    ,1
1724,e2721000,  %M128    ,1
1725,e6721000,  %M129    ,1
1726,ea721000,  %M130    ,1
1727,ee721000,  %M131    ,1
1728,f2721000,  %M132    ,1
1729,f6721000,  %M133    ,1
1730,fa721000,  %M134    ,1
1731,fe721000,  %M135    ,1
1732,e2721100,  %M136    ,1
1733,e6721100,  %M137    ,1
1734,ea721100,  %M138    ,1
1735,ee721100,  %M139    ,1
1736,f2721100,  %M140    ,1
1737,f6721100,  %M141    ,1
1738,fa721100,  %M142    ,1
1739,fe721100,  %M143    ,1
1740,e2721200,  %M144    ,1
1741,e6721200,  %M145    ,1
1742,ea721200,  %M146    ,1
1743,ee721200,  %M147    ,1
1744,f2721200,  %M148    ,1
1745,f6721200,  %M149    ,1
1746,fa721200,  %M150    ,1
1747,fe721200,  %M151    ,1
1748,e2721300,  %M152    ,1
1749,e6721300,  %M153    ,1
1750,ea721300,  %M154    ,1
1751,ee721300,  %M155    ,1
1752,f2721300,  %M156    ,1
1753,f6721300,  %M157    ,1
1754,fa721300,  %M158    ,1
1755,fe721300,  %M159    ,1
1756,e2721400,  %M160    ,1
1757,e6721400,  %M161    ,1
1758,ea721400,  %M162    ,1
1759,ee721400,  %M163    ,1
1760,f2721400,  %M164    ,1
1761,f6721400,  %M165    ,1
1762,fa721400,  %M166    ,1
1763,fe721400,  %M167    ,1
1764,e2721500,  %M168    ,1
1765,e6721500,  %M169    ,1
1766,ea721500,  %M170    ,1
1767,ee721500,  %M171    ,1
1768,f2721500,  %M172    ,1
1769,f6721500,  %M173    ,1
1770,fa721500,  %M174    ,1
1771,fe721500,  %M175    ,1
1772,e2721600,  %M176    ,1
1773,e6721600,  %M177    ,1
1774,ea721600,  %M178    ,1
1775,ee721600,  %M179    ,1
1776,f2721600,  %M180    ,1
1777,f6721600,  %M181    ,1
1778,fa721600,  %M182    ,1
1779,fe721600,  %M183    ,1
1780,e2721700,  %M184    ,1
1781,e6721700,  %M185    ,1
1782,ea721700,  %M186    ,1
1783,ee721700,  %M187    ,1
1784,f2721700,  %M188    ,1
1785,f6721700,  %M189    ,1
1786,fa721700,  %M190    ,1
1787,fe721700,  %M191    ,1
1788,e2721800,  %M192    ,1
1789,e6721800,  %M193    ,1
1790,ea721800,  %M194    ,1
1791,ee721800,  %M195    ,1
1792,f2721800,  %M196    ,1
1793,f6721800,  %M197    ,1
1794,fa721800,  %M198    ,1
1795,fe721800,  %M199    ,1
1796,e2721900,  %M200    ,1
1797,e6721900,  %M201    ,1
1798,ea721900,  %M202    ,1
1799,ee721900,  %M203    ,1
1800,f2721900,  %M204    ,1
1801,f6721900,  %M205    ,1
1802,fa721900,  %M206    ,1
1803,fe721900,  %M207    ,1
1804,e2721a00,  %M208    ,1
1805,e6721a00,  %M209    ,1
1806,ea721a00,  %M210    ,1
1807,ee721a00,  %M211    ,1
1808,f2721a00,  %M212    ,1
1809,f6721a00,  %M213    ,1
1810,fa721a00,  %M214    ,1
1811,fe721a00,  %M215    ,1
1812,e2721b00,  %M216    ,1
1813,e6721b00,  %M217    ,1
1814,ea721b00,  %M218    ,1
1815,ee721b00,  %M219    ,1
1816,f2721b00,  %M220    ,1
1817,f6721b00,  %M221    ,1
1818,fa721b00,  %M222    ,1
1819,fe721b00,  %M223    ,1
1820,e2721c00,  %M224    ,1
1821,e6721c00,  %M225    ,1
1822,ea721c00,  %M226    ,1
1823,ee721c00,  %M227    ,1
1824,f2721c00,  %M228    ,1
1825,f6721c00,  %M229    ,1
1826,fa721c00,  %M230    ,1
1827,fe721c00,  %M231    ,1
1828,e2721d00,  %M232    ,1
1829,e6721d00,  %M233    ,1
1830,ea721d00,  %M234    ,1
1831,ee721d00,  %M235    ,1
1832,f2721d00,  %M236    ,1
1833,f6721d00,  %M237    ,1
1834,fa721d00,  %M238    ,1
1835,fe721d00,  %M239    ,1
1836,e2721e00,  %M240    ,1
1837,e6721e00,  %M241    ,1
1838,ea721e00,  %M242    ,1
1839,ee721e00,  %M243    ,1
1840,f2721e00,  %M244    ,1
1841,f6721e00,  %M245    ,1
1842,fa721e00,  %M246    ,1
1843,fe721e00,  %M247    ,1
1844,e2721f00,  %M248    ,1
1845,e6721f00,  %M249    ,1
1846,ea721f00,  %M250    ,1
1847,ee721f00,  %M251    ,1
1848,f2721f00,  %M252    ,1
1849,f6721f00,  %M253    ,1
1850,fa721f00,  %M254    ,1
1851,fe721f00,  %M255    ,1
1852,e2722000,  %M256    ,1
1853,e6722000,  %M257    ,1
1854,ea722000,  %M258    ,1
1855,ee722000,  %M259    ,1
1856,f2722000,  %M260    ,1
1857,f6722000,  %M261    ,1
1858,fa722000,  %M262    ,1
1859,fe722000,  %M263    ,1
1860,e2722100,  %M264    ,1
1861,e6722100,  %M265    ,1
1862,ea722100,  %M266    ,1
1863,ee722100,  %M267    ,1
1864,f2722100,  %M268    ,1
1865,f6722100,  %M269    ,1
1866,fa722100,  %M270    ,1
1867,fe722100,  %M271    ,1
1868,e2722200,  %M272    ,1
1869,e6722200,  %M273    ,1
1870,ea722200,  %M274    ,1
1871,ee722200,  %M275    ,1
1872,f2722200,  %M276    ,1
1873,f6722200,  %M277    ,1
1874,fa722200,  %M278    ,1
1875,fe722200,  %M279    ,1
1876,e2722300,  %M280    ,1
1877,e6722300,  %M281    ,1
1878,ea722300,  %M282    ,1
1879,ee722300,  %M283    ,1
1880,f2722300,  %M284    ,1
1881,f6722300,  %M285    ,1
1882,fa722300,  %M286    ,1
1883,fe722300,  %M287    ,1
1884,e2722400,  %M288    ,1
1885,e6722400,  %M289    ,1
1886,ea722400,  %M290    ,1
1887,ee722400,  %M291    ,1
1888,f2722400,  %M292    ,1
1889,f6722400,  %M293    ,1
1890,fa722400,  %M294    ,1
1891,fe722400,  %M295    ,1
1892,e2722500,  %M296    ,1
1893,e6722500,  %M297    ,1
1894,ea722500,  %M298    ,1
1895,ee722500,  %M299    ,1
1896,f2722500,  %M300    ,1
1897,f6722500,  %M301    ,1
1898,fa722500,  %M302    ,1
1899,fe722500,  %M303    ,1
1900,e2722600,  %M304    ,1
1901,e6722600,  %M305    ,1
1902,ea722600,  %M306    ,1
1903,ee722600,  %M307    ,1
1904,f2722600,  %M308    ,1
1905,f6722600,  %M309    ,1
1906,fa722600,  %M310    ,1
1907,fe722600,  %M311    ,1
1908,e2722700,  %M312    ,1
1909,e6722700,  %M313    ,1
1910,ea722700,  %M314    ,1
1911,ee722700,  %M315    ,1
1912,f2722700,  %M316    ,1
1913,f6722700,  %M317    ,1
1914,fa722700,  %M318    ,1
1915,fe722700,  %M319    ,1
1916,e2722800,  %M320    ,1
1917,e6722800,  %M321    ,1
1918,ea722800,  %M322    ,1
1919,ee722800,  %M323    ,1
1920,f2722800,  %M324    ,1
1921,f6722800,  %M325    ,1
1922,fa722800,  %M326    ,1
1923,fe722800,  %M327    ,1
1924,e2722900,  %M328    ,1
1925,e6722900,  %M329    ,1
1926,ea722900,  %M330    ,1
1927,ee722900,  %M331    ,1
1928,f2722900,  %M332    ,1
1929,f6722900,  %M333    ,1
1930,fa722900,  %M334    ,1
1931,fe722900,  %M335    ,1
1932,e2722a00,  %M336    ,1
1933,e6722a00,  %M337    ,1
1934,ea722a00,  %M338    ,1
1935,ee722a00,  %M339    ,1
1936,f2722a00,  %M340    ,1
1937,f6722a00,  %M341    ,1
1938,fa722a00,  %M342    ,1
1939,fe722a00,  %M343    ,1
1940,e2722b00,  %M344    ,1
1941,e6722b00,  %M345    ,1
1942,ea722b00,  %M346    ,1
1943,ee722b00,  %M347    ,1
1944,f2722b00,  %M348    ,1
1945,f6722b00,  %M349    ,1
1946,fa722b00,  %M350    ,1
1947,fe722b00,  %M351    ,1
1948,e2722c00,  %M352    ,1
1949,e6722c00,  %M353    ,1
1950,ea722c00,  %M354    ,1
1951,ee722c00,  %M355    ,1
1952,f2722c00,  %M356    ,1
1953,f6722c00,  %M357    ,1
1954,fa722c00,  %M358    ,1
1955,fe722c00,  %M359    ,1
1956,e2722d00,  %M360    ,1
1957,e6722d00,  %M361    ,1
1958,ea722d00,  %M362    ,1
1959,ee722d00,  %M363    ,1
1960,f2722d00,  %M364    ,1
1961,f6722d00,  %M365    ,1
1962,fa722d00,  %M366    ,1
1963,fe722d00,  %M367    ,1
1964,e2722e00,  %M368    ,1
1965,e6722e00,  %M369    ,1
1966,ea722e00,  %M370    ,1
1967,ee722e00,  %M371    ,1
1968,f2722e00,  %M372    ,1
1969,f6722e00,  %M373    ,1
1970,fa722e00,  %M374    ,1
1971,fe722e00,  %M375    ,1
1972,e2722f00,  %M376    ,1
1973,e6722f00,  %M377    ,1
1974,ea722f00,  %M378    ,1
1975,ee722f00,  %M379    ,1
1976,f2722f00,  %M380    ,1
1977,f6722f00,  %M381    ,1
1978,fa722f00,  %M382    ,1
1979,fe722f00,  %M383    ,1
1980,e2723000,  %M384    ,1
1981,e6723000,  %M385    ,1
1982,ea723000,  %M386    ,1
1983,ee723000,  %M387    ,1
1984,f2723000,  %M388    ,1
1985,f6723000,  %M389    ,1
1986,fa723000,  %M390    ,1
1987,fe723000,  %M391    ,1
1988,e2723100,  %M392    ,1
1989,e6723100,  %M393    ,1
1990,ea723100,  %M394    ,1
1991,ee723100,  %M395    ,1
1992,f2723100,  %M396    ,1
1993,f6723100,  %M397    ,1
1994,fa723100,  %M398    ,1
1995,fe723100,  %M399    ,1
1996,e2723200,  %M400    ,1
1997,e6723200,  %M401    ,1
1998,ea723200,  %M402    ,1
1999,ee723200,  %M403    ,1
2000,f2723200,  %M404    ,1
2001,f6723200,  %M405    ,1
2002,fa723200,  %M406    ,1
2003,fe723200,  %M407    ,1
2004,e2723300,  %M408    ,1
2005,e6723300,  %M409    ,1
2006,ea723300,  %M410    ,1
2007,ee723300,  %M411    ,1
2008,f2723300,  %M412    ,1
2009,f6723300,  %M413    ,1
2010,fa723300,  %M414    ,1
2011,fe723300,  %M415    ,1
2012,e2723400,  %M416    ,1
2013,e6723400,  %M417    ,1
2014,ea723400,  %M418    ,1
2015,ee723400,  %M419    ,1
2016,f2723400,  %M420    ,1
2017,f6723400,  %M421    ,1
2018,fa723400,  %M422    ,1
2019,fe723400,  %M423    ,1
2020,e2723500,  %M424    ,1
2021,e6723500,  %M425    ,1
2022,ea723500,  %M426    ,1
2023,ee723500,  %M427    ,1
2024,f2723500,  %M428    ,1
2025,f6723500,  %M429    ,1
2026,fa723500,  %M430    ,1
2027,fe723500,  %M431    ,1
2028,e2723600,  %M432    ,1
2029,e6723600,  %M433    ,1
2030,ea723600,  %M434    ,1
2031,ee723600,  %M435    ,1
2032,f2723600,  %M436    ,1
2033,f6723600,  %M437    ,1
2034,fa723600,  %M438    ,1
2035,fe723600,  %M439    ,1
2036,e2723700,  %M440    ,1
2037,e6723700,  %M441    ,1
2038,ea723700,  %M442    ,1
2039,ee723700,  %M443    ,1
2040,f2723700,  %M444    ,1
2041,f6723700,  %M445    ,1
2042,fa723700,  %M446    ,1
2043,fe723700,  %M447    ,1
2044,e2723800,  %M448    ,1
2045,e6723800,  %M449    ,1
2046,ea723800,  %M450    ,1
2047,ee723800,  %M451    ,1
2048,f2723800,  %M452    ,1
2049,f6723800,  %M453    ,1
2050,fa723800,  %M454    ,1
2051,fe723800,  %M455    ,1
2052,e2723900,  %M456    ,1
2053,e6723900,  %M457    ,1
2054,ea723900,  %M458    ,1
2055,ee723900,  %M459    ,1
2056,f2723900,  %M460    ,1
2057,f6723900,  %M461    ,1
2058,fa723900,  %M462    ,1
2059,fe723900,  %M463    ,1
2060,e2723a00,  %M464    ,1
2061,e6723a00,  %M465    ,1
2062,ea723a00,  %M466    ,1
2063,ee723a00,  %M467    ,1
2064,f2723a00,  %M468    ,1
2065,f6723a00,  %M469    ,1
2066,fa723a00,  %M470    ,1
2067,fe723a00,  %M471    ,1
2068,e2723b00,  %M472    ,1
2069,e6723b00,  %M473    ,1
2070,ea723b00,  %M474    ,1
2071,ee723b00,  %M475    ,1
2072,f2723b00,  %M476    ,1
2073,f6723b00,  %M477    ,1
2074,fa723b00,  %M478    ,1
2075,fe723b00,  %M479    ,1
2076,e2723c00,  %M480    ,1
2077,e6723c00,  %M481    ,1
2078,ea723c00,  %M482    ,1
2079,ee723c00,  %M483    ,1
2080,f2723c00,  %M484    ,1
2081,f6723c00,  %M485    ,1
2082,fa723c00,  %M486    ,1
2083,fe723c00,  %M487    ,1
2084,e2723d00,  %M488    ,1
2085,e6723d00,  %M489    ,1
2086,ea723d00,  %M490    ,1
2087,ee723d00,  %M491    ,1
2088,f2723d00,  %M492    ,1
2089,f6723d00,  %M493    ,1
2090,fa723d00,  %M494    ,1
2091,fe723d00,  %M495    ,1
2092,e2723e00,  %M496    ,1
2093,e6723e00,  %M497    ,1
2094,ea723e00,  %M498    ,1
2095,ee723e00,  %M499    ,1
2096,f2723e00,  %M500    ,1
2097,f6723e00,  %M501    ,1
2098,fa723e00,  %M502    ,1
2099,fe723e00,  %M503    ,1
2100,e2723f00,  %M504    ,1
2101,e6723f00,  %M505    ,1
2102,ea723f00,  %M506    ,1
2103,ee723f00,  %M507    ,1
2104,f2723f00,  %M508    ,1
2105,f6723f00,  %M509    ,1
2106,fa723f00,  %M510    ,1
2107,fe723f00,  %M511    ,1
2108,ce7e00007e0e7c0e,N %M0    ,0
2109,ce7e00007e0e7c1e,N %M1    ,0
2110,ce7e00007e0e7c2e,N %M2    ,0
2111,ce7e00007e0e7c3e,N %M3    ,0
2112,ce7e00007e0e7c4e,N %M4    ,0
2113,ce7e00007e0e7c5e,N %M5    ,0
2114,ce7e00007e0e7c6e,N %M6    ,0
2115,ce7e00007e0e7c7e,N %M7    ,0
2116,ce7e01007e0e7c0e,N %M8    ,0
2117,ce7e01007e0e7c1e,N %M9    ,0
2118,ce7e01007e0e7c2e,N %M10    ,0
2119,ce7e01007e0e7c3e,N %M11    ,0
2120,ce7e01007e0e7c4e,N %M12    ,0
2121,ce7e01007e0e7c5e,N %M13    ,0
2122,ce7e01007e0e7c6e,N %M14    ,0
2123,ce7e01007e0e7c7e,N %M15    ,0
2124,ce7e02007e0e7c0e,N %M16    ,0
2125,ce7e02007e0e7c1e,N %M17    ,0
2126,ce7e02007e0e7c2e,N %M18    ,0
2127,ce7e02007e0e7c3e,N %M19    ,0
2128,ce7e02007e0e7c4e,N %M20    ,0
2129,ce7e02007e0e7c5e,N %M21    ,0
2130,ce7e02007e0e7c6e,N %M22    ,0
2131,ce7e02007e0e7c7e,N %M23    ,0
2132,ce7e03007e0e7c0e,N %M24    ,0
2133,ce7e03007e0e7c1e,N %M25    ,0
2134,ce7e03007e0e7c2e,N %M26    ,0
2135,ce7e03007e0e7c3e,N %M27    ,0
2136,ce7e03007e0e7c4e,N %M28    ,0
2137,ce7e03007e0e7c5e,N %M29    ,0
2138,ce7e03007e0e7c6e,N %M30    ,0
2139,ce7e03007e0e7c7e,N %M31    ,0
2140,ce7e04007e0e7c0e,N %M32    ,0
2141,ce7e04007e0e7c1e,N %M33    ,0
